"OriginalSizeKB","NewSizeKB","SavedKB","RelativePath"
"213.3","143.1","70.2","files\8. Blog\1. academic\3. workshops\20. muj deep learning fdp\IMG_9666.JPG"
"286","216","69.9","files\8. Blog\4. Avocations\1. trekking\1. gad ganesh with minki\IMG20230702072851.jpg"
"534.5","464.7","69.8","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407081622.jpg"
"406.1","336.3","69.8","files\8. Blog\4. Avocations\1. trekking\10. samod with mom\IMG_20230430_071607.jpg"
"282.7","213.3","69.4","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407092112.jpg"
"228.9","159.8","69.2","files\8. Blog\4. Avocations\1. trekking\7. dence forest\IMG20230827065648.jpg"
"135","65.8","69.2","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2018\IMG_2537.JPG"
"189.7","120.5","69.2","files\8. Blog\1. academic\2. Conferences and ppt\SSIC-2\IMG_3288.JPG"
"202.5","133.5","69","files\8. Blog\1. academic\7. Hackathon Head\8. Hackathon winners-neemrana\IMG_2525.JPG"
"139.2","70.4","68.9","files\8. Blog\1. academic\7. Hackathon Head\31. hackathon head\20181114_102243.jpg"
"292.5","223.6","68.9","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331084217.jpg"
"309.7","241","68.8","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028075923.jpg"
"175.5","106.8","68.7","files\8. Blog\1. academic\5. faculty visits\3. IT day jaipur\20180320_155359.jpg"
"351","282.4","68.6","files\8. Blog\4. Avocations\1. trekking\11. girjadevi temple and tracking\20170127_170112.jpg"
"321.7","253.1","68.6","files\8. Blog\4. Avocations\1. trekking\3. Samod with minki\IMG20230205172636.jpg"
"223.3","154.8","68.5","files\8. Blog\1. academic\6. Events done\18. Alumni talk\IMG20200108161550.jpg"
"309.4","241","68.4","files\8. Blog\4. Avocations\1. trekking\7. dence forest\IMG20230827060945.jpg"
"182.8","114.6","68.2","files\8. Blog\1. academic\2. Conferences and ppt\SSIC-2\IMG_3204.JPG"
"264.5","196.6","67.9","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190928130009.jpg"
"147","79.3","67.6","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2018\IMG_2536.JPG"
"116.9","49.3","67.6","files\8. Blog\1. academic\5. faculty visits\3. IT day jaipur\20180320_155001.jpg"
"158","90.7","67.3","files\8. Blog\1. academic\6. Events done\11. Vikram award\IMG_5621.JPG"
"209.2","141.9","67.3","files\8. Blog\1. academic\3. workshops\37. MUN\IMG_7547.JPG"
"154.3","87","67.3","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2018\IMG_2534.JPG"
"429.5","362.3","67.2","files\8. Blog\4. Avocations\1. trekking\1. gad ganesh with minki\IMG20230702073636.jpg"
"410.6","343.5","67.1","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028081857.jpg"
"214.4","147.4","67","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2018\IMG_2480.JPG"
"357.7","291.1","66.7","files\8. Blog\4. Avocations\1. trekking\2. JAL MAHAL WITH YASH\IMG20230521064543.jpg"
"142.3","75.8","66.6","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation - 2018\IMG_2538.JPG"
"218.9","152.8","66.1","files\8. Blog\1. academic\6. Events done\18. Alumni talk\IMG20200108161523.jpg"
"159.9","94.1","65.8","files\8. Blog\1. academic\2. Conferences and ppt\dubai\IMG20200130143111.jpg"
"169","103.2","65.8","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331065513.jpg"
"191","125.5","65.5","files\8. Blog\2. Connection\1. MUJ SSIC\IMG_2908.JPG"
"182.4","117.3","65.2","files\8. Blog\1. academic\6. Events done\11. Vikram award\IMG_5725.JPG"
"168.6","103.8","64.8","files\8. Blog\4. Avocations\1. trekking\11. girjadevi temple and tracking\20170127_172806.jpg"
"124.8","60.1","64.7","files\4. Publication\3. conference\6\certi.jpeg"
"273.4","208.8","64.6","files\8. Blog\4. Avocations\1. trekking\11. girjadevi temple and tracking\20170127_170328.jpg"
"196","131.4","64.6","files\8. Blog\1. academic\6. Events done\18. Alumni talk\IMG20200108161445.jpg"
"149.2","84.8","64.5","files\8. Blog\4. Avocations\1. trekking\7. dence forest\IMG20230827060941.jpg"
"168.4","104","64.4","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190928111729.jpg"
"439","374.6","64.4","files\8. Blog\4. Avocations\1. trekking\9. amer\IMG20240331071222.jpg"
"224.6","160.5","64.1","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190928130323.jpg"
"177.7","113.6","64.1","files\8. Blog\1. academic\2. Conferences and ppt\SSIC-2\IMG_1009.JPG"
"177.7","113.6","64.1","files\8. Blog\1. academic\2. Conferences and ppt\icct 2023\IMG_1009.JPG"
"213.5","149.5","64","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190928120322.jpg"
"191.2","127.4","63.8","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407093109.jpg"
"190.6","127.1","63.5","files\8. Blog\1. academic\2. Conferences and ppt\ICICV\IMG20200118141657.jpg"
"172.6","109.4","63.2","files\8. Blog\1. academic\5. faculty visits\2. rijeka, coratia\20180911_105019.jpg"
"190","127.5","62.5","files\8. Blog\1. academic\2. Conferences and ppt\ICICV\IMG20200118141710.jpg"
"155.3","92.9","62.4","files\8. Blog\1. academic\2. Conferences and ppt\dubai\IMG20200130143224.jpg"
"836.9","774.4","62.4","files\4. Publication\3. conference\16\certi.png"
"471.2","408.9","62.3","files\8. Blog\4. Avocations\1. trekking\1. gad ganesh with minki\IMG20230702074534.jpg"
"159.3","97.7","61.6","files\8. Blog\1. academic\2. Conferences and ppt\dubai\IMG20200130143225.jpg"
"137.7","76","61.6","files\8. Blog\1. academic\2. Conferences and ppt\SSIC-2\IMG_2924.JPG"
"195.2","133.9","61.3","files\8. Blog\1. academic\2. Conferences and ppt\SSIC-2\IMG_2911.JPG"
"161.7","101","60.7","files\8. Blog\4. Avocations\2. Drawing\rangoli\IMG_2618.JPG"
"171","110.5","60.5","files\8. Blog\1. academic\3. workshops\10. IoT workshop\20170627_093813.jpg"
"223.9","163.7","60.3","files\8. Blog\4. Avocations\1. trekking\3. Samod with minki\IMG20230205172406.jpg"
"225.2","164.9","60.3","files\8. Blog\4. Avocations\1. trekking\7. dence forest\IMG20230827064551.jpg"
"172.5","112.2","60.3","files\8. Blog\4. Avocations\1. trekking\11. girjadevi temple and tracking\20170127_170851.jpg"
"176.2","116.2","60.1","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20190929121757.jpg"
"133.6","74.1","59.5","files\8. Blog\1. academic\6. Events done\11. Vikram award\IMG_5615.JPG"
"3514.6","3455.1","59.5","files\8. Blog\4. Avocations\2. Drawing\artwork\oil painting--.png"
"156.1","96.9","59.2","files\8. Blog\1. academic\2. Conferences and ppt\SSIC-2\DSC_0153.JPG"
"143.3","86.2","57.2","files\8. Blog\4. Avocations\1. trekking\3. Samod with minki\IMG20230205172640.jpg"
"176.8","119.8","57","files\8. Blog\1. academic\2. Conferences and ppt\SSIC-2\DSC_1087.JPG"
"170.7","115","55.7","files\5. Project\1. Project\22.png"
"191.5","136.1","55.4","files\8. Blog\4. Avocations\1. trekking\6. gad ganesh with mom\IMG20240407093043.jpg"
"344.3","289.4","54.9","files\8. Blog\4. Avocations\1. trekking\10. samod with mom\IMG_20230430_072428.jpg"
"235.6","181.1","54.5","files\8. Blog\1. academic\8. Social Activities\26.02.2018. Beti Bachao Beti Padhao\IMG-20180227-WA0013.jpg"
"233.8","179.6","54.2","files\5. Project\1. Project\45.png"
"131.1","77.4","53.7","files\8. Blog\1. academic\6. Events done\11. Vikram award\IMG_5626.JPG"
"145.7","92","53.7","files\8. Blog\1. academic\2. Conferences and ppt\1. Udaipur\20160305_141233.jpg"
"202","148.3","53.7","files\8. Blog\1. academic\2. Conferences and ppt\dubai\IMG20200130152327.jpg"
"427.7","374","53.7","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028091450.jpg"
"187.4","133.7","53.7","files\8. Blog\4. Avocations\1. trekking\1. gad ganesh with minki\IMG20230702073656.jpg"
"350.2","296.8","53.4","files\8. Blog\2. Connection\3. mom birthday\111.jpeg"
"192.2","138.9","53.3","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20191001124305.jpg"
"267.9","214.7","53.2","files\8. Blog\1. academic\4. expert talk\7\20260516_172531.jpg"
"192","139.4","52.6","files\8. Blog\1. academic\2. Conferences and ppt\ICCT 2019\IMG20191001124303.jpg"
"148.8","96.2","52.6","files\8. Blog\1. academic\2. Conferences and ppt\1. Udaipur\20160305_141254.jpg"
"107.2","54.7","52.5","files\8. Blog\1. academic\2. Conferences and ppt\SSIC-2\IMG_3185.JPG"
"165.9","113.5","52.4","files\5. Project\1. Project\8.png"
"143.5","91.2","52.3","assets\img\portfolio\portfolio-2.jpg"
"125.1","72.8","52.3","files\8. Blog\1. academic\6. Events done\11. Vikram award\IMG_5625.JPG"
"187.8","135.6","52.1","files\8. Blog\1. academic\2. Conferences and ppt\SSIC-2\IMG_2894.JPG"
"153.6","101.7","51.9","files\8. Blog\1. academic\2. Conferences and ppt\SSIC-2\IMG_1003.JPG"
"138.4","86.7","51.7","files\8. Blog\1. academic\2. Conferences and ppt\SSIC-2\IMG_3244.JPG"
"198.7","147.6","51.2","files\8. Blog\1. academic\3. workshops\20. muj deep learning fdp\IMG20190710173317.jpg"
"345.4","294.6","50.8","files\2. Education\3. Short Term Courses Attended\10.png"
"106.1","55.5","50.6","files\8. Blog\1. academic\6. Events done\11. Vikram award\IMG_5620.JPG"
"186.9","136.8","50.1","files\8. Blog\1. academic\8. Social Activities\26.02.2018. Beti Bachao Beti Padhao\IMG-20180227-WA0012.jpg"
"174.9","124.8","50.1","files\8. Blog\1. academic\3. workshops\20. muj deep learning fdp\IMG_9646.JPG"
"193","143.1","49.9","files\8. Blog\4. Avocations\1. trekking\10. samod with mom\IMG_20230430_072556.jpg"
"167.6","118.6","48.9","files\5. Project\1. Project\1.png"
"113.6","65.4","48.2","files\8. Blog\1. academic\2. Conferences and ppt\SSIC-2\IMG_2919.JPG"
"354.1","306.1","48","files\8. Blog\4. Avocations\1. trekking\1. gad ganesh with minki\IMG20230702073659.jpg"
"105.8","58","47.9","files\8. Blog\1. academic\2. Conferences and ppt\SSIC-2\IMG_2927.JPG"
"180.4","132.8","47.6","files\8. Blog\1. academic\8. Social Activities\26.02.2018. Beti Bachao Beti Padhao\IMG-20180227-WA0011.jpg"
"1938.2","1890.7","47.5","files\6. Award\1. Best Paper award, Zagreb Coratia\img_all.png"
"108.8","61.4","47.4","files\8. Blog\1. academic\6. Events done\11. Vikram award\IMG_5662.JPG"
"71.2","24.1","47","files\5. Project\1. Project\34.jpeg"
"194.3","147.8","46.5","files\8. Blog\1. academic\8. Social Activities\26.02.2018. Beti Bachao Beti Padhao\IMG-20180227-WA0014.jpg"
"309.3","263.7","45.6","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028085627.jpg"
"135.1","89.8","45.3","files\8. Blog\1. academic\3. workshops\20. muj deep learning fdp\IMG_9626.JPG"
"124.9","79.6","45.3","files\8. Blog\1. academic\3. workshops\icicv workshop\IMG20200111103219.jpg"
"130.8","85.6","45.2","files\8. Blog\2. Connection\1. MUJ SSIC\IMG_2892.JPG"
"74.3","29.2","45.1","files\5. Project\1. Project\20.jpeg"
"337.4","292.6","44.8","files\8. Blog\4. Avocations\1. trekking\1. gad ganesh with minki\IMG20230702073629.jpg"
"131.4","87.4","44.1","files\8. Blog\1. academic\4. expert talk\3. expert talk on AI\1.jpeg"
"127.2","83.4","43.9","files\8. Blog\1. academic\8. Social Activities\12.02.2018. Chair table distribution\IMG-20180212-WA0017.jpg"
"162.8","119","43.8","files\6. Award\2. muj excellence award\fb75daef-863e-4b75-8e98-9a2a38c1c7ec.jpg"
"162.8","119","43.8","files\6. Award\9. Top researcher of the month - July 2023\fb75daef-863e-4b75-8e98-9a2a38c1c7ec.jpg"
"102.7","59","43.7","files\8. Blog\1. academic\7. Hackathon Head\8. Hackathon winners-neemrana\IMG_2522.JPG"
"103","59.3","43.6","files\8. Blog\1. academic\7. Hackathon Head\8. Hackathon winners-neemrana\IMG_2521.JPG"
"265.9","222.5","43.4","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG-20240408-WA0020.jpg"
"207.4","164.2","43.2","files\8. Blog\1. academic\8. Social Activities\26.02.2018. Beti Bachao Beti Padhao\IMG-20180227-WA0007.jpg"
"190.4","147.2","43.1","files\8. Blog\1. academic\8. Social Activities\26.02.2018. Beti Bachao Beti Padhao\IMG-20180227-WA0010.jpg"
"110.2","67.3","43","files\8. Blog\1. academic\8. Social Activities\12.02.2018. Chair table distribution\IMG-20180212-WA0023.jpg"
"206.5","164.2","42.3","files\8. Blog\1. academic\8. Social Activities\26.02.2018. Beti Bachao Beti Padhao\IMG-20180227-WA0008.jpg"
"203.8","161.6","42.2","files\8. Blog\1. academic\8. Social Activities\26.02.2018. Beti Bachao Beti Padhao\IMG-20180227-WA0009.jpg"
"135.3","94.6","40.7","files\8. Blog\1. academic\8. Social Activities\26.02.2018. Beti Bachao Beti Padhao\IMG-20180227-WA0006.jpg"
"131.8","91.4","40.5","files\8. Blog\1. academic\6. Events done\expert talk by big basket CEO\20181101_140529.jpg"
"94.3","55.3","39","assets\img\portfolio\portfolio-7.jpg"
"194.8","155.9","38.9","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028072154.jpg"
"200.4","161.7","38.7","files\8. Blog\4. Avocations\1. trekking\10. samod with mom\IMG_20230430_065742.jpg"
"227","189","38","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG-20240408-WA0021.jpg"
"235","197.1","37.9","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation-2017\img.jpeg"
"132.2","95.8","36.4","files\8. Blog\1. academic\8. Social Activities\27.02.2018 Village visit\IMG-20180227-WA0019.jpg"
"109.4","73.1","36.2","files\8. Blog\1. academic\8. Social Activities\27.02.2018 Village visit\IMG-20180227-WA0017.jpg"
"100","63.9","36.1","files\8. Blog\1. academic\8. Social Activities\27.02.2018 Village visit\IMG-20180227-WA0016.jpg"
"100.9","65.1","35.8","files\8. Blog\1. academic\8. Social Activities\27.02.2018 Village visit\IMG-20180227-WA0015.jpg"
"124.3","88.9","35.4","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028082432.jpg"
"112.9","77.6","35.4","files\6. Award\7. Top researcher of the month - August 2022\c0fe2f61-b456-4791-900f-d0790ef61a95.jpeg"
"97.3","62","35.3","files\8. Blog\1. academic\3. workshops\15. workshop-expert talk\news paper.jpg"
"272.8","237.6","35.3","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG-20240409-WA0002.jpg"
"97.3","62","35.3","files\8. Blog\1. academic\4. expert talk\1\news paper.jpg"
"139.9","104.9","35","files\8. Blog\1. academic\8. Social Activities\projector distribution\IMG-20180208-WA0001.jpg"
"145.7","110.9","34.7","files\8. Blog\1. academic\8. Social Activities\projector distribution\IMG-20180208-WA0017.jpg"
"105.7","71.2","34.5","files\8. Blog\1. academic\8. Social Activities\12.02.2018. Chair table distribution\IMG-20180212-WA0018.jpg"
"215.7","181.4","34.3","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG-20240408-WA0013.jpg"
"56.2","21.9","34.3","assets\img\testimonials\testimonials-2.jpg"
"137.6","103.5","34","files\8. Blog\1. academic\8. Social Activities\projector distribution\IMG-20180208-WA0015.jpg"
"73.5","40.2","33.3","files\8. Blog\1. academic\8. Social Activities\27.02.2018 Village visit\IMG-20180227-WA0018.jpg"
"69.9","37.2","32.7","files\5. Project\1. Project\31.jpeg"
"312.1","279.4","32.7","files\8. Blog\3. Sports\3. Office  College  School\28. won in cricket match in invincible ocean on July 2024.jpg"
"140.4","108.1","32.3","files\8. Blog\1. academic\2. Conferences and ppt\3. jaipur\IMG-20160812-WA0004.jpg"
"94.3","62.2","32.1","files\8. Blog\1. academic\8. Social Activities\12.02.2018. Chair table distribution\IMG-20180212-WA0021.jpg"
"142.4","110.3","32.1","files\8. Blog\1. academic\2. Conferences and ppt\3. jaipur\IMG-20160812-WA0001.jpg"
"115.3","83.6","31.7","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation-2017\IMG-20171116-WA0003.jpg"
"177.5","146.3","31.3","files\8. Blog\4. Avocations\1. trekking\9. amer\DCIM2495430.jpg"
"67.1","36","31.1","files\8. Blog\1. academic\8. Social Activities\27.02.2018 Village visit\IMG-20180227-WA0021.jpg"
"122.8","92.4","30.4","files\8. Blog\1. academic\8. Social Activities\projector distribution\IMG-20180208-WA0016.jpg"
"119.3","89.1","30.1","files\8. Blog\1. academic\8. Social Activities\projector distribution\IMG-20180208-WA0012.jpg"
"136.3","106.9","29.4","files\8. Blog\2. Connection\3. mom birthday\with Sam at office.jpeg"
"63.9","34.5","29.4","files\8. Blog\1. academic\8. Social Activities\27.02.2018 Village visit\IMG-20180227-WA0020.jpg"
"67.2","38","29.1","files\8. Blog\1. academic\6. Events done\11. Vikram award\IMG_5648.JPG"
"1863","1834.3","28.7","files\8. Blog\4. Avocations\2. Drawing\artwork\with pop-.png"
"54.3","25.9","28.4","files\2. Education\logo\1.jpeg"
"233.2","205.1","28.1","files\8. Blog\1. academic\8. Social Activities\donation\20260516_161425.jpg"
"279.6","251.5","28","files\8. Blog\3. Sports\3. Office  College  School\23.jpg"
"290.3","262.5","27.9","files\8. Blog\3. Sports\3. Office  College  School\25.jpg"
"123.4","95.8","27.6","files\8. Blog\1. academic\8. Social Activities\25.11.2017 Dhemi School visit\IMG-20171125-WA0006.jpg"
"188.3","160.7","27.6","files\5. Project\1. Project\11.png"
"280.8","253.4","27.5","files\8. Blog\1. academic\1. leadership\2. wise captain\vice captain.png"
"89.9","62.5","27.4","files\6. Award\8. Top researcher of the month - June 2023\e82c0c0b-49e3-49b7-a504-92c8e73bb037.jpg"
"122.8","95.4","27.4","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028082611.jpg"
"136.4","109.6","26.9","files\8. Blog\1. academic\8. Social Activities\12.01.2018Green club Hangout\IMG-20180112-WA0027.jpg"
"160","133.3","26.7","assets\img\portfolio\portfolio-details-2.jpg"
"141.3","115","26.3","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation-2017\IMG-20171116-WA0012.jpg"
"250.9","224.9","26.1","files\8. Blog\3. Sports\1. State\2.jpg"
"144","118","26","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation-2017\IMG-20171116-WA0011.jpg"
"137.7","111.7","26","files\5. Project\1. Project\15.png"
"286.8","260.9","25.9","files\8. Blog\3. Sports\3. Office  College  School\18.jpg"
"324.1","298.3","25.9","files\8. Blog\3. Sports\3. Office  College  School\27.jpg"
"100.1","74.2","25.9","assets\img\portfolio\portfolio-details-3.jpg"
"235.8","210","25.8","files\8. Blog\3. Sports\3. Office  College  School\1.jpg"
"294.6","268.8","25.8","files\8. Blog\3. Sports\3. Office  College  School\14.jpg"
"289.6","263.8","25.8","files\8. Blog\3. Sports\3. Office  College  School\24.jpg"
"314.9","289.2","25.7","files\8. Blog\3. Sports\3. Office  College  School\10\10.jpg"
"112.4","86.7","25.7","files\8. Blog\1. academic\8. Social Activities\25.11.2017 Dhemi School visit\IMG-20171125-WA0009.jpg"
"298.1","272.4","25.6","files\8. Blog\3. Sports\2. Regional & Inter University\11.jpg"
"282.6","257","25.6","files\8. Blog\3. Sports\3. Office  College  School\19.jpg"
"284.1","258.8","25.3","files\8. Blog\3. Sports\3. Office  College  School\22.jpg"
"101.3","76.2","25.1","files\5. Project\1. Project\43.png"
"304.6","279.5","25.1","files\8. Blog\3. Sports\3. Office  College  School\12.jpg"
"153","127.9","25.1","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028082513.jpg"
"123.4","98.4","25","files\8. Blog\1. academic\8. Social Activities\12.01.2018Green club Hangout\IMG-20180112-WA0016.jpg"
"95","70","25","files\8. Blog\1. academic\8. Social Activities\25.11.2017 Dhemi School visit\IMG-20171125-WA0003.jpg"
"285.4","260.4","24.9","files\8. Blog\3. Sports\3. Office  College  School\11\20260516_170948.jpg"
"293.7","269.1","24.7","files\8. Blog\3. Sports\3. Office  College  School\15.jpg"
"299.2","274.5","24.6","files\8. Blog\3. Sports\3. Office  College  School\26.jpg"
"272.1","247.9","24.3","files\8. Blog\3. Sports\3. Office  College  School\21.jpg"
"291.1","266.8","24.3","files\8. Blog\3. Sports\3. Office  College  School\13.jpg"
"124","99.7","24.2","files\8. Blog\1. academic\8. Social Activities\12.01.2018Green club Hangout\IMG-20180112-WA0004.jpg"
"74.1","49.9","24.2","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG20231028082448.jpg"
"167.8","143.7","24.1","files\8. Blog\1. academic\8. Social Activities\projector distribution\IMG-20171230-WA0008.jpg"
"106.4","82.4","24","files\8. Blog\1. academic\8. Social Activities\25.11.2017 Dhemi School visit\IMG-20171125-WA0004.jpg"
"94","70.1","23.9","files\8. Blog\1. academic\8. Social Activities\25.11.2017 Dhemi School visit\IMG-20171125-WA0008.jpg"
"104.4","80.6","23.8","files\8. Blog\1. academic\8. Social Activities\25.11.2017 Dhemi School visit\IMG-20171125-WA0007.jpg"
"38.8","15.1","23.7","assets\img\testimonials\testimonials-1.jpg"
"234.7","211.2","23.5","files\8. Blog\3. Sports\1. State\5.jpg"
"84.3","60.8","23.5","files\6. Award\1. Best Paper award, Zagreb Coratia\63.jpeg"
"85.2","61.8","23.5","files\5. Project\1. Project\42.png"
"100.9","77.6","23.4","files\8. Blog\1. academic\8. Social Activities\25.11.2017 Dhemi School visit\IMG-20171125-WA0002.jpg"
"144.9","121.6","23.3","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\IMG-20180927-WA0010.jpg"
"278.7","255.4","23.3","files\8. Blog\3. Sports\3. Office  College  School\16.jpg"
"217.1","193.9","23.3","files\8. Blog\3. Sports\1. State\3.jpg"
"256.6","233.4","23.2","files\8. Blog\1. academic\8. Social Activities\donation - Copy\20260516_161550.jpg"
"84.4","61.1","23.2","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\IMG-20180926-WA0057.jpg"
"95.6","72.4","23.2","files\8. Blog\1. academic\8. Social Activities\25.11.2017 Dhemi School visit\IMG-20171125-WA0001.jpg"
"146.2","123.3","22.9","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\IMG-20180927-WA0008.jpg"
"227.2","204.3","22.9","files\8. Blog\3. Sports\3. Office  College  School\20.jpg"
"169.6","146.8","22.8","files\8. Blog\4. Avocations\1. trekking\5. gad ganesh with Apoo\IMG-20240408-WA0024.jpg"
"46.2","23.6","22.7","files\5. Project\1. Project\25.jpg"
"97.3","74.6","22.7","files\8. Blog\1. academic\8. Social Activities\12.01.2018Green club Hangout\IMG-20180112-WA0012.jpg"
"128.8","106.3","22.5","files\8. Blog\1. academic\3. workshops\16. image processing workshop\IMG-20180221-WA0002.jpg"
"265.8","243.3","22.5","files\8. Blog\3. Sports\2. Regional & Inter University\6.jpg"
"59.5","37","22.5","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation-2017\IMG-20171116-WA0002.jpg"
"270.6","248.2","22.4","files\8. Blog\3. Sports\3. Office  College  School\17.jpg"
"259.4","237.6","21.8","files\8. Blog\3. Sports\2. Regional & Inter University\10.jpg"
"152.8","131.1","21.7","files\5. Project\1. Project\46.png"
"205.2","183.6","21.6","files\8. Blog\3. Sports\1. State\4.jpg"
"273.3","251.7","21.6","files\8. Blog\3. Sports\2. Regional & Inter University\7.jpg"
"96.9","75.7","21.2","files\8. Blog\1. academic\8. Social Activities\12.01.2018Green club Hangout\IMG-20180112-WA0017.jpg"
"142.8","122","20.8","files\8. Blog\1. academic\8. Social Activities\12.01.2018Green club Hangout\IMG-20180112-WA0014.jpg"
"267.9","247.1","20.8","files\5. Project\1. Project\3.png"
"99","78.2","20.7","files\8. Blog\1. academic\4. expert talk\4. expert talk on IoT\IMG-20190326-WA0004.jpg"
"82.6","62.4","20.2","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\IMG-20180928-WA0012.jpg"
"264.5","244.4","20.2","files\8. Blog\3. Sports\2. Regional & Inter University\8.jpg"
"53.2","33","20.1","files\8. Blog\1. academic\4. expert talk\1\IMG-20180211-WA0001.jpg"
"53.2","33","20.1","files\8. Blog\1. academic\3. workshops\15. workshop-expert talk\IMG-20180211-WA0001.jpg"
"80.1","60.3","19.9","files\5. Project\1. Project\29.jpeg"
"29.4","9.9","19.5","files\3. Experience\logo\76702379_112363003557246_8532570068196786176_n.jpg"
"36.9","17.4","19.5","files\8. Blog\1. academic\1. leadership\3. senior perfect\sp.jpeg"
"218.4","199.1","19.4","files\8. Blog\3. Sports\2. Regional & Inter University\9\9.jpg"
"104.3","84.9","19.4","files\8. Blog\1. academic\5. faculty visits\4. IT day and muj stall\IMG-20180927-WA0017.jpg"
"37.2","18.4","18.8","files\5. Project\1. Project\56.jpeg"
"1982.5","1963.8","18.7","files\8. Blog\4. Avocations\2. Drawing\artwork\with pop.png"
"107.1","88.3","18.7","files\8. Blog\2. Connection\3. mom birthday\phd ppt-.jpeg"
"101.8","83.2","18.6","files\8. Blog\3. Sports\2. Regional & Inter University\9\602033_351514388292755_1099466682_n.jpg"
"108.7","90.4","18.3","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation-2017\IMG-20171116-WA0018.jpg"
"85.7","68.9","16.9","files\8. Blog\1. academic\8. Social Activities\2. Blood Donation-2017\IMG-20171116-WA0022.jpg"
"123.2","106.4","16.7","files\5. Project\1. Project\44.png"
"57.7","41.5","16.2","files\5. Project\1. Project\7.jpeg"
"40.7","24.7","16","assets\img\about.jpg"
"89.5","74.1","15.4","files\8. Blog\1. academic\6. Events done\18. Alumni talk\IMG-20201017-WA0031.jpg"
"37.1","21.8","15.3","files\5. Project\1. Project\41.jpeg"
"68.2","53.5","14.7","files\5. Project\1. Project\27.png"
"82.3","67.7","14.6","files\5. Project\1. Project\30.jpeg"
"24.2","9.7","14.5","files\1. Home\pic.jpg"
"232.4","218.6","13.8","files\5. Project\1. Project\2.png"
"101.2","87.6","13.6","files\5. Project\1. Project\40.jpg"
"73.3","59.7","13.6","files\5. Project\1. Project\19.png"
"47.1","33.9","13.2","files\5. Project\1. Project\21.png"
"41.1","28.6","12.5","files\8. Blog\1. academic\4. expert talk\4. expert talk on IoT\IMG-20200107-WA0008.jpg"
"80.8","68.7","12.2","files\8. Blog\1. academic\8. Social Activities\12.01.2018Green club Hangout\IMG-20180112-WA0013.jpg"
"82.2","70.1","12.1","files\8. Blog\1. academic\8. Social Activities\12.01.2018Green club Hangout\IMG-20180112-WA0009.jpg"
"80.3","68.2","12.1","files\8. Blog\1. academic\8. Social Activities\12.01.2018Green club Hangout\IMG-20180112-WA0008.jpg"
"81.7","69.7","12","files\8. Blog\1. academic\8. Social Activities\12.01.2018Green club Hangout\IMG-20180112-WA0007.jpg"
"48.3","36.6","11.7","files\5. Project\1. Project\13.jpeg"
"46.8","35.3","11.5","files\5. Project\1. Project\24.jpeg"
"75.8","64.6","11.2","files\5. Project\1. Project\16.jpeg"
